run,scenario_id,network_id,n_timesteps,n_converged,n_violation_steps,violation_duration_h,total_overvoltage_bus_steps,total_undervoltage_bus_steps,total_overloaded_line_steps,total_overloaded_trafo_steps,max_vm_pu,min_vm_pu,max_line_loading_pct,max_trafo_loading_pct,vdi,q_total_mvar_abs,reactive_energy_mvarh,curtailment_steps,curtailed_energy_mwh,curtail_exhausted_steps,svc_bus,svc_q_max,total_losses_mwh,grid_import_mwh,grid_export_mwh,der_gen_mwh,load_demand_mwh,coordination_steps,coordination_rate,q_saturation_rate,elapsed_s
Laptop Dry run,baseline,1-MV-rural--2-sw,35136,35136,35135,8783.75,990284,0,1332,0,1.0984679028906734,1.0196901606093107,120.4245623461458,79.76584193918242,144254.26746259365,,,0,,0,,,3634.0623034064383,0.0,159140.1659558545,65138.297899406265,34870.70964014525,,,,2011.3366549000202
Laptop Dry run,oltc,1-MV-rural--2-sw,35136,35136,26095,6523.75,343547,0,1699,0,1.083926111827325,1.0043070519498434,122.12332501801075,80.92240642822571,92731.92538694607,,,0,,0,,,3722.9961199242034,0.0,159051.23213933673,65138.297899406265,34870.70964014525,,,,1831.0434545000026
Laptop Dry run,svc,1-MV-rural--2-sw,35136,35136,35136,8784.0,18722,16692,737908,0,1.0667739196519668,0.9299868075457292,156.24430268113824,82.13081321577037,46447.3474718894,351358.182543096,87839.545635774,0,,0,68.0,10.0,16804.338625440796,0.0,145969.88963382013,65138.297899406265,34870.70964014525,,,,3285.8603599999915
Laptop Dry run,volt_var_local,1-MV-rural--2-sw,35136,35136,0,0.0,0,0,0,0,1.0499999372281221,0.998556923153044,99.99544975649953,65.66541106622182,53080.63185279518,336136.1056085416,84034.0264021354,4465,4120.8635958316945,0,,,4336.898805676933,0.0,154316.46585775228,65138.297899406265,34870.70964014525,0.0,0.0,0.9999715391621129,5130.870329199999
Laptop Dry run,volt_var_coord,1-MV-rural--2-sw,35136,35136,6,1.5,24,0,0,0,1.0554345824552518,0.9937308556291332,99.99544975649953,66.78495839786498,52619.02407280099,338464.5248159808,84616.1312039952,3713,4464.615968716477,6,,,4328.491764415379,0.0,153981.12052612906,65138.297899406265,34870.70964014525,3327.0,0.09468920765027322,0.9999715391621129,5145.457087999996
RPi HIL Arduino,baseline,1-MV-rural--2-sw,35136,35136,35135,8783.75,990284,0,1332,0,1.098467902890658,1.0196901606093272,120.42456234616037,79.76584193917617,144254.2674625934,,,0,,0,,,3634.0623034063638,0.0,159140.16595585458,65138.297899406265,34870.70964014525,,,,1312.4153496080253
RPi HIL Arduino,oltc,1-MV-rural--2-sw,35136,35136,26095,6523.75,343547,0,1699,0,1.0839261118273311,1.004307051949854,122.12332501798724,80.92240642823114,92731.92538694604,,,0,,0,,,3722.9961199242675,0.0,159051.23213933667,65138.297899406265,34870.70964014525,,,,1318.2878049299761
RPi HIL Arduino,svc,1-MV-rural--2-sw,35136,35136,35136,8784.0,18722,16692,737908,0,1.066773919651969,0.9299868075457342,156.24430268113565,82.13081321577742,46447.34747188928,351358.182543096,87839.545635774,0,,0,68.0,10.0,16804.33862544068,0.0,145969.88963382025,65138.297899406265,34870.70964014525,,,,2511.0642052999756
RPi HIL Arduino,volt_var_local,1-MV-rural--2-sw,35136,35136,0,0.0,0,0,0,0,1.0500007595868894,0.9985558689115048,99.99318064692191,65.66522774024834,53085.08052987053,336128.35844351375,84032.08961087844,4465,4121.862421426902,0,,,4336.539966660222,0.0,154315.8258711738,65138.297899406265,34870.70964014525,0.0,0.0,0.9999715391621129,9113.337005782989
RPi HIL Arduino,volt_var_coord,1-MV-rural--2-sw,35136,35136,6,1.5,24,0,0,0,1.0554341499190159,0.9937205338121302,99.99318064692191,66.78510375809492,52623.07364218034,338458.7315589925,84614.68288974813,3713,4463.601173296613,6,,,4328.2508498305415,0.0,153982.37623613377,65138.297899406265,34870.70964014525,35135.0,0.9999715391621129,0.9999715391621129,9052.362849711004
