Produkt_Code,SDO_ID,Zeitstempel,Wert,Qualitaet_Byte,Qualitaet_Niveau
OBS_DEU_PT5M_F,998,2024-01-01T00:00:00,5.531,1,3
OBS_DEU_PT5M_F,998,2024-01-01T00:05:00,7.4672,1,3
OBS_DEU_PT5M_F,998,2024-01-01T00:10:00,5.924,1,3
OBS_DEU_PT5M_F,998,2024-01-01T00:15:00,7.4655,1,3
OBS_DEU_PT5M_F,998,2024-01-01T00:20:00,5.9656,1,3
OBS_DEU_PT5M_F,998,2024-01-01T00:25:00,4.8327,1,3
OBS_DEU_PT5M_F,998,2024-01-01T00:30:00,7.3232,1,3
OBS_DEU_PT5M_F,998,2024-01-01T00:35:00,5.0202,1,3
OBS_DEU_PT5M_F,998,2024-01-01T00:40:00,4.405,1,3
OBS_DEU_PT5M_F,998,2024-01-01T00:45:00,4.4561,1,3
OBS_DEU_PT5M_F,998,2024-01-01T00:50:00,5.6967,1,3
OBS_DEU_PT5M_F,998,2024-01-01T00:55:00,3.93,1,3
OBS_DEU_PT5M_F,998,2024-01-01T01:00:00,5.5271,1,3
OBS_DEU_PT5M_F,998,2024-01-01T01:05:00,3.5721,1,3
OBS_DEU_PT5M_F,998,2024-01-01T01:10:00,4.8372,1,3
OBS_DEU_PT5M_F,998,2024-01-01T01:15:00,5.3088,1,3
OBS_DEU_PT5M_F,998,2024-01-01T01:20:00,5.5926,1,3
OBS_DEU_PT5M_F,998,2024-01-01T01:25:00,2.5569,1,3
OBS_DEU_PT5M_F,998,2024-01-01T01:30:00,4.6861,1,3
OBS_DEU_PT5M_F,998,2024-01-01T01:35:00,6.2769,1,3
OBS_DEU_PT5M_F,998,2024-01-01T01:40:00,5.3281,1,3
OBS_DEU_PT5M_F,998,2024-01-01T01:45:00,3.8501,1,3
OBS_DEU_PT5M_F,998,2024-01-01T01:50:00,3.9696,1,3
OBS_DEU_PT5M_F,998,2024-01-01T01:55:00,3.2323,1,3
OBS_DEU_PT5M_F,998,2024-01-01T02:00:00,5.1388,1,3
OBS_DEU_PT5M_F,998,2024-01-01T02:05:00,4.7237,1,3
OBS_DEU_PT5M_F,998,2024-01-01T02:10:00,6.5351,1,3
OBS_DEU_PT5M_F,998,2024-01-01T02:15:00,5.6351,1,3
OBS_DEU_PT5M_F,998,2024-01-01T02:20:00,7.0882,1,3
OBS_DEU_PT5M_F,998,2024-01-01T02:25:00,6.4682,1,3
OBS_DEU_PT5M_F,998,2024-01-01T02:30:00,5.8115,1,3
OBS_DEU_PT5M_F,998,2024-01-01T02:35:00,7.2379,1,3
OBS_DEU_PT5M_F,998,2024-01-01T02:40:00,7.1852,1,3
OBS_DEU_PT5M_F,998,2024-01-01T02:45:00,5.2237,1,3
OBS_DEU_PT5M_F,998,2024-01-01T02:50:00,4.9522,1,3
OBS_DEU_PT5M_F,998,2024-01-01T02:55:00,4.7506,1,3
OBS_DEU_PT5M_F,998,2024-01-01T03:00:00,4.6199,1,3
OBS_DEU_PT5M_F,998,2024-01-01T03:05:00,5.3314,1,3
OBS_DEU_PT5M_F,998,2024-01-01T03:10:00,3.8271,1,3
OBS_DEU_PT5M_F,998,2024-01-01T03:15:00,5.1135,1,3
OBS_DEU_PT5M_F,998,2024-01-01T03:20:00,6.751,1,3
OBS_DEU_PT5M_F,998,2024-01-01T03:25:00,4.4963,1,3
OBS_DEU_PT5M_F,998,2024-01-01T03:30:00,5.3716,1,3
OBS_DEU_PT5M_F,998,2024-01-01T03:35:00,6.4408,1,3
OBS_DEU_PT5M_F,998,2024-01-01T03:40:00,5.057,1,3
OBS_DEU_PT5M_F,998,2024-01-01T03:45:00,9.6453,1,3
OBS_DEU_PT5M_F,998,2024-01-01T03:50:00,4.401,1,3
OBS_DEU_PT5M_F,998,2024-01-01T03:55:00,6.4046,1,3
OBS_DEU_PT5M_F,998,2024-01-01T04:00:00,5.3215,1,3
OBS_DEU_PT5M_F,998,2024-01-01T04:05:00,6.0977,1,3
OBS_DEU_PT5M_F,998,2024-01-01T04:10:00,4.2006,1,3
OBS_DEU_PT5M_F,998,2024-01-01T04:15:00,3.2989,1,3
OBS_DEU_PT5M_F,998,2024-01-01T04:20:00,6.7111,1,3
OBS_DEU_PT5M_F,998,2024-01-01T04:25:00,6.4066,1,3
OBS_DEU_PT5M_F,998,2024-01-01T04:30:00,3.8345,1,3
OBS_DEU_PT5M_F,998,2024-01-01T04:35:00,2.1726,1,3
OBS_DEU_PT5M_F,998,2024-01-01T04:40:00,5.4761,1,3
OBS_DEU_PT5M_F,998,2024-01-01T04:45:00,2.8144,1,3
OBS_DEU_PT5M_F,998,2024-01-01T04:50:00,7.4479,1,3
OBS_DEU_PT5M_F,998,2024-01-01T04:55:00,4.9741,1,3
OBS_DEU_PT5M_F,998,2024-01-01T05:00:00,6.451,1,3
OBS_DEU_PT5M_F,998,2024-01-01T05:05:00,3.177,1,3
OBS_DEU_PT5M_F,998,2024-01-01T05:10:00,5.4592,1,3
OBS_DEU_PT5M_F,998,2024-01-01T05:15:00,5.8564,1,3
OBS_DEU_PT5M_F,998,2024-01-01T05:20:00,6.5565,1,3
OBS_DEU_PT5M_F,998,2024-01-01T05:25:00,6.9904,1,3
OBS_DEU_PT5M_F,998,2024-01-01T05:30:00,5.1968,1,3
OBS_DEU_PT5M_F,998,2024-01-01T05:35:00,4.56,1,3
OBS_DEU_PT5M_F,998,2024-01-01T05:40:00,4.8189,1,3
OBS_DEU_PT5M_F,998,2024-01-01T05:45:00,5.9465,1,3
OBS_DEU_PT5M_F,998,2024-01-01T05:50:00,7.5113,1,3
OBS_DEU_PT5M_F,998,2024-01-01T05:55:00,5.3951,1,3
OBS_DEU_PT5M_F,998,2024-01-01T06:00:00,5.942,1,3
OBS_DEU_PT5M_F,998,2024-01-01T06:05:00,5.2565,1,3
OBS_DEU_PT5M_F,998,2024-01-01T06:10:00,4.6249,1,3
OBS_DEU_PT5M_F,998,2024-01-01T06:15:00,7.114,1,3
OBS_DEU_PT5M_F,998,2024-01-01T06:20:00,5.1961,1,3
OBS_DEU_PT5M_F,998,2024-01-01T06:25:00,7.1762,1,3
OBS_DEU_PT5M_F,998,2024-01-01T06:30:00,4.1248,1,3
OBS_DEU_PT5M_F,998,2024-01-01T06:35:00,6.0534,1,3
OBS_DEU_PT5M_F,998,2024-01-01T06:40:00,4.2147,1,3
OBS_DEU_PT5M_F,998,2024-01-01T06:45:00,4.645,1,3
OBS_DEU_PT5M_F,998,2024-01-01T06:50:00,4.891,1,3
OBS_DEU_PT5M_F,998,2024-01-01T06:55:00,3.9094,1,3
OBS_DEU_PT5M_F,998,2024-01-01T07:00:00,7.5126,1,3
OBS_DEU_PT5M_F,998,2024-01-01T07:05:00,4.6007,1,3
OBS_DEU_PT5M_F,998,2024-01-01T07:10:00,6.4779,1,3
OBS_DEU_PT5M_F,998,2024-01-01T07:15:00,3.8673,1,3
OBS_DEU_PT5M_F,998,2024-01-01T07:20:00,5.0854,1,3
OBS_DEU_PT5M_F,998,2024-01-01T07:25:00,5.1457,1,3
OBS_DEU_PT5M_F,998,2024-01-01T07:30:00,6.1808,1,3
OBS_DEU_PT5M_F,998,2024-01-01T07:35:00,8.2294,1,3
OBS_DEU_PT5M_F,998,2024-01-01T07:40:00,4.1664,1,3
OBS_DEU_PT5M_F,998,2024-01-01T07:45:00,5.6979,1,3
OBS_DEU_PT5M_F,998,2024-01-01T07:50:00,4.8001,1,3
OBS_DEU_PT5M_F,998,2024-01-01T07:55:00,4.3253,1,3
OBS_DEU_PT5M_F,998,2024-01-01T08:00:00,6.8847,1,3
OBS_DEU_PT5M_F,998,2024-01-01T08:05:00,5.3008,1,3
OBS_DEU_PT5M_F,998,2024-01-01T08:10:00,5.6642,1,3
OBS_DEU_PT5M_F,998,2024-01-01T08:15:00,2.8316,1,3
OBS_DEU_PT5M_F,998,2024-01-01T08:20:00,6.0971,1,3
OBS_DEU_PT5M_F,998,2024-01-01T08:25:00,5.3416,1,3
OBS_DEU_PT5M_F,998,2024-01-01T08:30:00,5.5029,1,3
OBS_DEU_PT5M_F,998,2024-01-01T08:35:00,3.439,1,3
OBS_DEU_PT5M_F,998,2024-01-01T08:40:00,6.0971,1,3
OBS_DEU_PT5M_F,998,2024-01-01T08:45:00,4.8009,1,3
OBS_DEU_PT5M_F,998,2024-01-01T08:50:00,6.4744,1,3
OBS_DEU_PT5M_F,998,2024-01-01T08:55:00,6.3084,1,3
OBS_DEU_PT5M_F,998,2024-01-01T09:00:00,5.8357,1,3
OBS_DEU_PT5M_F,998,2024-01-01T09:05:00,3.3598,1,3
OBS_DEU_PT5M_F,998,2024-01-01T09:10:00,4.4535,1,3
OBS_DEU_PT5M_F,998,2024-01-01T09:15:00,4.813,1,3
OBS_DEU_PT5M_F,998,2024-01-01T09:20:00,5.1694,1,3
OBS_DEU_PT5M_F,998,2024-01-01T09:25:00,6.4783,1,3
OBS_DEU_PT5M_F,998,2024-01-01T09:30:00,3.0487,1,3
OBS_DEU_PT5M_F,998,2024-01-01T09:35:00,4.6828,1,3
OBS_DEU_PT5M_F,998,2024-01-01T09:40:00,4.5203,1,3
OBS_DEU_PT5M_F,998,2024-01-01T09:45:00,6.7537,1,3
OBS_DEU_PT5M_F,998,2024-01-01T09:50:00,4.682,1,3
OBS_DEU_PT5M_F,998,2024-01-01T09:55:00,5.0359,1,3
OBS_DEU_PT5M_F,998,2024-01-01T10:00:00,8.3506,1,3
OBS_DEU_PT5M_F,998,2024-01-01T10:05:00,5.5031,1,3
OBS_DEU_PT5M_F,998,2024-01-01T10:10:00,5.5204,1,3
OBS_DEU_PT5M_F,998,2024-01-01T10:15:00,5.9922,1,3
OBS_DEU_PT5M_F,998,2024-01-01T10:20:00,4.586,1,3
OBS_DEU_PT5M_F,998,2024-01-01T10:25:00,3.5406,1,3
OBS_DEU_PT5M_F,998,2024-01-01T10:30:00,5.4264,1,3
OBS_DEU_PT5M_F,998,2024-01-01T10:35:00,3.3824,1,3
OBS_DEU_PT5M_F,998,2024-01-01T10:40:00,6.5897,1,3
OBS_DEU_PT5M_F,998,2024-01-01T10:45:00,4.2437,1,3
OBS_DEU_PT5M_F,998,2024-01-01T10:50:00,5.4812,1,3
OBS_DEU_PT5M_F,998,2024-01-01T10:55:00,5.7916,1,3
OBS_DEU_PT5M_F,998,2024-01-01T11:00:00,6.2684,1,3
OBS_DEU_PT5M_F,998,2024-01-01T11:05:00,3.3742,1,3
OBS_DEU_PT5M_F,998,2024-01-01T11:10:00,4.341,1,3
OBS_DEU_PT5M_F,998,2024-01-01T11:15:00,2.9845,1,3
OBS_DEU_PT5M_F,998,2024-01-01T11:20:00,4.6268,1,3
OBS_DEU_PT5M_F,998,2024-01-01T11:25:00,3.9949,1,3
OBS_DEU_PT5M_F,998,2024-01-01T11:30:00,6.293,1,3
OBS_DEU_PT5M_F,998,2024-01-01T11:35:00,6.8852,1,3
OBS_DEU_PT5M_F,998,2024-01-01T11:40:00,7.5223,1,3
OBS_DEU_PT5M_F,998,2024-01-01T11:45:00,5.4632,1,3
OBS_DEU_PT5M_F,998,2024-01-01T11:50:00,4.8928,1,3
OBS_DEU_PT5M_F,998,2024-01-01T11:55:00,3.7523,1,3
OBS_DEU_PT5M_F,998,2024-01-01T12:00:00,4.4208,1,3
OBS_DEU_PT5M_F,998,2024-01-01T12:05:00,1.8975,1,3
OBS_DEU_PT5M_F,998,2024-01-01T12:10:00,6.1179,1,3
OBS_DEU_PT5M_F,998,2024-01-01T12:15:00,1.9275,1,3
OBS_DEU_PT5M_F,998,2024-01-01T12:20:00,5.359,1,3
OBS_DEU_PT5M_F,998,2024-01-01T12:25:00,7.2445,1,3
OBS_DEU_PT5M_F,998,2024-01-01T12:30:00,4.0606,1,3
OBS_DEU_PT5M_F,998,2024-01-01T12:35:00,1.8919,1,3
OBS_DEU_PT5M_F,998,2024-01-01T12:40:00,2.2738,1,3
OBS_DEU_PT5M_F,998,2024-01-01T12:45:00,2.8666,1,3
OBS_DEU_PT5M_F,998,2024-01-01T12:50:00,5.088,1,3
OBS_DEU_PT5M_F,998,2024-01-01T12:55:00,6.3115,1,3
OBS_DEU_PT5M_F,998,2024-01-01T13:00:00,6.455,1,3
OBS_DEU_PT5M_F,998,2024-01-01T13:05:00,7.9746,1,3
OBS_DEU_PT5M_F,998,2024-01-01T13:10:00,6.8489,1,3
OBS_DEU_PT5M_F,998,2024-01-01T13:15:00,8.452,1,3
OBS_DEU_PT5M_F,998,2024-01-01T13:20:00,5.0597,1,3
OBS_DEU_PT5M_F,998,2024-01-01T13:25:00,6.1864,1,3
OBS_DEU_PT5M_F,998,2024-01-01T13:30:00,4.5394,1,3
OBS_DEU_PT5M_F,998,2024-01-01T13:35:00,5.767,1,3
OBS_DEU_PT5M_F,998,2024-01-01T13:40:00,3.4483,1,3
OBS_DEU_PT5M_F,998,2024-01-01T13:45:00,4.2052,1,3
OBS_DEU_PT5M_F,998,2024-01-01T13:50:00,3.5549,1,3
OBS_DEU_PT5M_F,998,2024-01-01T13:55:00,3.6438,1,3
OBS_DEU_PT5M_F,998,2024-01-01T14:00:00,5.8596,1,3
